N°;DEPARTEMENT;COMMUNE;ARRONDISSEMENT;VILLAGE_QUARTIER;CENTRE DE VOTE;POSTE DE VOTE;LATITUDE;LONGITUDE
210;ALIBORI;BANIKOARA;GOMPAROU;SIONKPEKOKA;EPP SIONKPEKOKA;PV 01;11.4761047;2.4192664
211;ALIBORI;BANIKOARA;GOMPAROU;SIONKPEKOKA;EPP SIONKPEKOKA;PV 02;11.4761047;2.4192664
212;ALIBORI;BANIKOARA;GOMPAROU;TIGANSON;EPP BIO NIGAN GBEROU;PV 01;11.2653918;2.6077334
213;ALIBORI;BANIKOARA;GOMPAROU;TIGANSON;EPP BIO NIGAN GBEROU;PV 02;11.2653918;2.6077334
214;ALIBORI;BANIKOARA;GOMPAROU;TIGANSON;EPP BIO NIGAN GBEROU;PV 03;11.2653918;2.6077334
215;ALIBORI;BANIKOARA;GOMPAROU;TIGANSON;EPP GODOU;PV 01;11.2653918;2.6077334
216;ALIBORI;BANIKOARA;GOMPAROU;TIGANSON;EPP TIGANSON;PV 01;11.2653918;2.6077334
217;ALIBORI;BANIKOARA;GOMPAROU;YOSSINANDE;EPP YOSSINANDE;PV 01;11.4119738;2.4886823
218;ALIBORI;BANIKOARA;GOUMORI;BONNI;EPP BONNI;PV 01;11.1795606;2.298975
219;ALIBORI;BANIKOARA;GOUMORI;BONNI;EPP BONNI;PV 02;11.1795606;2.298975
220;ALIBORI;BANIKOARA;GOUMORI;BONNI;EPP BONNI;PV 03;11.1795606;2.298975
221;ALIBORI;BANIKOARA;GOUMORI;BONNI;EPP MEKROU;PV 01;11.1795606;2.298975
222;ALIBORI;BANIKOARA;GOUMORI;BONTE;EPP BONTE;PV 01;11.2151487;2.1792954
223;ALIBORI;BANIKOARA;GOUMORI;BONTE;EPP BONTE;PV 02;11.2151487;2.1792954
224;ALIBORI;BANIKOARA;GOUMORI;BONTE;EPP SOMBANNOU;PV 01;11.2151487;2.1792954
225;ALIBORI;BANIKOARA;GOUMORI;DOMBOURE;EPP BADARA;PV 01;11.1478447;2.295668
226;ALIBORI;BANIKOARA;GOUMORI;DOMBOURE;EPP BADARA;PV 02;11.1478447;2.295668
227;ALIBORI;BANIKOARA;GOUMORI;DOMBOURE;EPP DOMBOURE;PV 01;11.1478447;2.295668
228;ALIBORI;BANIKOARA;GOUMORI;DOMBOURE;EPP DOMBOURE GAMAGOU;PV 01;11.1478447;2.295668
229;ALIBORI;BANIKOARA;GOUMORI;DOMBOURE-GAH;EPP BAMBOU GAH;PV 01;11.1192056;2.2734043
230;ALIBORI;BANIKOARA;GOUMORI;DOMBOURE-GAH;EPP BAMBOU GAH;PV 02;11.1192056;2.2734043
231;ALIBORI;BANIKOARA;GOUMORI;DOMBOURE-GAH;EPP GAMAGOU GAH;PV 01;11.1192056;2.2734043
232;ALIBORI;BANIKOARA;GOUMORI;DONDAGOU;EPP BAMONI;PV 01;11.1795606;2.298975
233;ALIBORI;BANIKOARA;GOUMORI;DONDAGOU;EPP BAMONI;PV 02;11.1795606;2.298975
234;ALIBORI;BANIKOARA;GOUMORI;DONDAGOU;EPP DONDAGOU;PV 01;11.1795606;2.298975
235;ALIBORI;BANIKOARA;GOUMORI;DONDAGOU;EPP YABADOU;PV 01;11.1795606;2.298975
236;ALIBORI;BANIKOARA;GOUMORI;GBANGBANGA;EPP ANKOUAMON;PV 01;11.1795606;2.298975
237;ALIBORI;BANIKOARA;GOUMORI;GBANGBANGA;EPP ANKOUAMON;PV 02;11.1795606;2.298975
238;ALIBORI;BANIKOARA;GOUMORI;GBANGBANGA;EPP GBANGBANGA;PV 01;11.1795606;2.298975
239;ALIBORI;BANIKOARA;GOUMORI;GBANGBANGA;EPP GUIMBERI;PV 01;11.1795606;2.298975
240;ALIBORI;BANIKOARA;GOUMORI;GBASSA;EPP GBASSA;PV 01;11.0615348;2.2263715
241;ALIBORI;BANIKOARA;GOUMORI;GBASSA;EPP GBASSA;PV 02;11.0615348;2.2263715
242;ALIBORI;BANIKOARA;GOUMORI;GBASSA;EPP GBASSA;PV 03;11.0615348;2.2263715
243;ALIBORI;BANIKOARA;GOUMORI;GBASSA;EPP GBASSA;PV 04;11.0615348;2.2263715
244;ALIBORI;BANIKOARA;GOUMORI;GBASSA;EPP GBASSA;PV 05;11.0615348;2.2263715
245;ALIBORI;BANIKOARA;GOUMORI;GBASSA;EPP SONNOU MEKROU;PV 01;11.0615348;2.2263715
246;ALIBORI;BANIKOARA;GOUMORI;GBASSA;EPP WEWERE;PV 01;11.0615348;2.2263715
247;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-BAYEDOU;BUREAU MARCHE A BETAIL;PV 01;11.1842981;2.303991
248;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-BAYEDOU;BUREAU MARCHE A BETAIL;PV 02;11.1842981;2.303991
249;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-BAYEDOU;BUREAU MARCHE A BETAIL;PV 03;11.1842981;2.303991
250;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-BAYEDOU;BUREAU MARCHE A BETAIL;PV 04;11.1842981;2.303991
251;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-BAYEDOU;EPP GANDARA;PV 01;11.1842981;2.303991
252;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-BAYEDOU;EPP GOUMORI;PV 01;11.1842981;2.303991
253;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-BAYEDOU;EPP GOUMORI;PV 02;11.1842981;2.303991
254;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-GAH;EPP GBASSIN;PV 01;11.1819943;2.3001605
255;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-GAH;EPP GOUMORI GAH;PV 01;11.1819943;2.3001605
256;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-GBISSAROU;BUREAU D'ARRONDISSEMENT;PV 01;11.1842981;2.303991
257;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-GBISSAROU;BUREAU D'ARRONDISSEMENT;PV 02;11.1842981;2.303991
258;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-GBISSAROU;BUREAU D'ARRONDISSEMENT;PV 03;11.1842981;2.303991
259;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-GBISSAROU;BUREAU D'ARRONDISSEMENT;PV 04;11.1842981;2.303991
260;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-GBISSAROU;BUREAU D'ARRONDISSEMENT;PV 05;11.1842981;2.303991
261;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-GBISSAROU;BUREAU D'ARRONDISSEMENT;PV 06;11.1842981;2.303991
262;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-GBISSAROU;EPP DROUBANSOU;PV 01;11.1842981;2.303991
263;ALIBORI;BANIKOARA;GOUMORI;GOUMORI-GBISSAROU;EPP YABARGAYOROU;PV 01;11.1842981;2.303991
264;ALIBORI;BANIKOARA;GOUMORI;MONDOUKOKA;EPP MONDOUKOKA;PV 01;11.191049;2.283575
265;ALIBORI;BANIKOARA;GOUMORI;MONDOUKOKA;EPP MONDOUKOKA;PV 02;11.191049;2.283575
266;ALIBORI;BANIKOARA;GOUMORI;MONDOUKOKA;EPP WEWERE TOROU;PV 01;11.191049;2.283575
267;ALIBORI;BANIKOARA;GOUMORI;MONDOUKOKA-GAH;EPP MONDOUKOKA GAH;PV 01;11.2027196;2.269507
268;ALIBORI;BANIKOARA;GOUMORI;MONDOUKOKA-GAH;EPP MONDOUKOKA GAH;PV 02;11.2027196;2.269507
269;ALIBORI;BANIKOARA;GOUMORI;MONDOUKOKA-GAH;PLACE PUBLIQUE SOMMANYEGUE;PV 01;11.2027196;2.269507
270;ALIBORI;BANIKOARA;GOUMORI;SAKASSINNOU;EPP GANGOUROU GOUBAGA;PV 01;11.069612;2.4010558
271;ALIBORI;BANIKOARA;GOUMORI;SAKASSINNOU;EPP KPANRE;PV 01;11.069612;2.4010558
272;ALIBORI;BANIKOARA;GOUMORI;SAKASSINNOU;EPP SAKASSINNOU;PV 01;11.069612;2.4010558
273;ALIBORI;BANIKOARA;GOUMORI;SATOUBA;EPP GANGOURO;PV 01;11.0780108;2.2871025
274;ALIBORI;BANIKOARA;GOUMORI;SATOUBA;EPP GANGOURO;PV 02;11.0780108;2.2871025
275;ALIBORI;BANIKOARA;GOUMORI;SATOUBA;EPP SATOUBA;PV 01;11.0780108;2.2871025
276;ALIBORI;BANIKOARA;GOUMORI;TINHOURE;EPP TINHOURE;PV 01;11.0126642;2.2178585
277;ALIBORI;BANIKOARA;GOUMORI;TINHOURE;EPP TINHOURE GAH;PV 01;11.0126642;2.2178585
278;ALIBORI;BANIKOARA;KOKEY;GAMAROU;EPP GAMAROU;PV 01;11.3530047;2.5157107
279;ALIBORI;BANIKOARA;KOKEY;GAMAROU;EPP GAMAROU;PV 02;11.3530047;2.5157107
280;ALIBORI;BANIKOARA;KOKEY;GAMAROU;EPP GAMAROU;PV 03;11.3530047;2.5157107
281;ALIBORI;BANIKOARA;KOKEY;GAMAROU;MAGASIN BAFEA C. V. P.C;PV 01;11.3530047;2.5157107
282;ALIBORI;BANIKOARA;KOKEY;KOKEY-FILO;EPP BIWIRI;PV 01;11.3841048;2.5304085
283;ALIBORI;BANIKOARA;KOKEY;KOKEY-FILO;EPP BIWIRI;PV 02;11.3841048;2.5304085
284;ALIBORI;BANIKOARA;KOKEY;KOKEY-FILO;EPP BIWIRI;PV 03;11.3841048;2.5304085
285;ALIBORI;BANIKOARA;KOKEY;KOKEY-FILO;EPP YANDOKO;PV 01;11.3841048;2.5304085
286;ALIBORI;BANIKOARA;KOKEY;KOKEY-FILO;EPP YANKPA;PV 01;11.3841048;2.5304085
287;ALIBORI;BANIKOARA;KOKEY;KOKEY-SINAKPAROU;EPP GUENEPOGOU;PV 01;11.3846659;2.5285506
288;ALIBORI;BANIKOARA;KOKEY;KOKEY-SINAKPAROU;EPP GUENEPOGOU;PV 02;11.3846659;2.5285506
289;ALIBORI;BANIKOARA;KOKEY;KOKEY-SINAKPAROU;EPP GUENEPOGOU;PV 03;11.3846659;2.5285506
290;ALIBORI;BANIKOARA;KOKEY;KOKEY-SINAKPAROU;EPP GUENEPOGOU;PV 04;11.3846659;2.5285506
291;ALIBORI;BANIKOARA;KOKEY;KOKEY-SINAKPAROU;EPP KOKEY;PV 01;11.3846659;2.5285506
292;ALIBORI;BANIKOARA;KOKEY;KOKEY-SINAKPAROU;EPP KOKEY;PV 02;11.3846659;2.5285506
293;ALIBORI;BANIKOARA;KOKEY;KOKEY-SINAKPAROU;EPP KOKEY;PV 03;11.3846659;2.5285506
294;ALIBORI;BANIKOARA;KOKEY;KOKEY-SINAKPAROU;EPP MONROUSSE;PV 01;11.3846659;2.5285506
295;ALIBORI;BANIKOARA;KOKEY;KOKEY-SINAKPAROU;EPP TEMEREGOU;PV 01;11.3846659;2.5285506
296;ALIBORI;BANIKOARA;KOKEY;NIMBERE;EPP NIMBEREKPESSOROU;PV 01;11.3718455;2.5414882
297;ALIBORI;BANIKOARA;KOKEY;NIMBERE;EPP NIMBEREKPESSOROU;PV 02;11.3718455;2.5414882
298;ALIBORI;BANIKOARA;KOKEY;NIMBERE;EPP YAMAKEKE;PV 01;11.3718455;2.5414882
299;ALIBORI;BANIKOARA;KOKEY;PIGUIRE;ECOLE CORANIQUE SOUKITI;PV 01;11.4160436;2.5641437
300;ALIBORI;BANIKOARA;KOKEY;PIGUIRE;ECOLE CORANIQUE SOUKITI;PV 02;11.4160436;2.5641437
301;ALIBORI;BANIKOARA;KOKEY;PIGUIRE;MAGASIN GVPC PIGUIRE;PV 01;11.4160436;2.5641437
302;ALIBORI;BANIKOARA;KOKEY;SONWARI;EPP SONWARI;PV 01;11.4039545;2.7503556
303;ALIBORI;BANIKOARA;KOKEY;SONWARI;EPP SONWARI;PV 02;11.4039545;2.7503556
304;ALIBORI;BANIKOARA;KOKEY;SONWARI;EPP SONWARI;PV 03;11.4039545;2.7503556
305;ALIBORI;BANIKOARA;KOKEY;SONWARI;EPP SONWARI;PV 04;11.4039545;2.7503556
306;ALIBORI;BANIKOARA;KOKEY;SONWARI;EPP YARIKOGOU;PV 01;11.4039545;2.7503556
307;ALIBORI;BANIKOARA;KOKEY;YAMBEROU;EPP SOUMABOUGOU;PV 01;11.4192329;2.6179284
308;ALIBORI;BANIKOARA;KOKEY;YAMBEROU;EPP SOUMABOUGOU;PV 02;11.4192329;2.6179284
309;ALIBORI;BANIKOARA;KOKEY;YAMBEROU;EPP SOUMABOUGOU;PV 03;11.4192329;2.6179284
310;ALIBORI;BANIKOARA;KOKEY;YAMBEROU;EPP YAMBEROU;PV 01;11.4192329;2.6179284
311;ALIBORI;BANIKOARA;KOKIBOROU;BONKERE;EPP BONKERE;PV 01;11.2364756;2.2698199
312;ALIBORI;BANIKOARA;KOKIBOROU;BONKERE;EPP BONKERE;PV 02;11.2364756;2.2698199
313;ALIBORI;BANIKOARA;KOKIBOROU;GUINNINGOU-GAH;EPP GUINNINGOU GAH;PV 01;11.2026609;2.3200275
314;ALIBORI;BANIKOARA;KOKIBOROU;GUINNINGOU-GAH;EPP GUINNINGOU GAH;PV 02;11.2026609;2.3200275
315;ALIBORI;BANIKOARA;KOKIBOROU;KOKIBOROU;BUREAU D'ARRONDISSEMENT;PV 01;11.2026609;2.3200275
316;ALIBORI;BANIKOARA;KOKIBOROU;KOKIBOROU;BUREAU D'ARRONDISSEMENT;PV 02;11.2026609;2.3200275
317;ALIBORI;BANIKOARA;KOKIBOROU;KOKIBOROU;BUREAU D'ARRONDISSEMENT;PV 03;11.2026609;2.3200275
318;ALIBORI;BANIKOARA;KOKIBOROU;KOKIBOROU;EPP KOKIBOROU;PV 01;11.2026609;2.3200275
319;ALIBORI;BANIKOARA;KOKIBOROU;KOKIBOROU;EPP KOKIBOROU;PV 02;11.2026609;2.3200275
320;ALIBORI;BANIKOARA;KOKIBOROU;KOKIBOROU;EPP SORABAKA;PV 01;11.2026609;2.3200275
321;ALIBORI;BANIKOARA;KOKIBOROU;SIRIKOU;EPP SIRIKOU;PV 01;11.2257032;2.3591097
322;ALIBORI;BANIKOARA;KOKIBOROU;SIRIKOU;EPP SIRIKOU;PV 02;11.2257032;2.3591097
323;ALIBORI;BANIKOARA;KOKIBOROU;SIRIKOU;EPP SIRIKOU;PV 03;11.2257032;2.3591097
324;ALIBORI;BANIKOARA;KOKIBOROU;SOUNSOUN;EPP DAWONGA;PV 01;11.2014303;2.3212695
325;ALIBORI;BANIKOARA;KOKIBOROU;SOUNSOUN;EPP DAWONGA;PV 02;11.2014303;2.3212695
326;ALIBORI;BANIKOARA;KOKIBOROU;SOUNSOUN;EPP DAWONGA;PV 03;11.2014303;2.3212695
327;ALIBORI;BANIKOARA;KOKIBOROU;SOUNSOUN;EPP WEWERE;PV 01;11.2014303;2.3212695
328;ALIBORI;BANIKOARA;KOKIBOROU;SOUNSOUN;EPP YAMPOGOU WIBARA;PV 01;11.2014303;2.3212695
329;ALIBORI;BANIKOARA;KOKIBOROU;SOUNSOUN;EPP YAMPOGOU WIBARA;PV 02;11.2014303;2.3212695
330;ALIBORI;BANIKOARA;OUNET;BONIKI;EPP BONIKI;PV 01;11.0991451;2.4486416
331;ALIBORI;BANIKOARA;OUNET;BONIKI;EPP BONIKI;PV 02;11.0991451;2.4486416
332;ALIBORI;BANIKOARA;OUNET;BONIKI;EPP BONIKI;PV 03;11.0991451;2.4486416
333;ALIBORI;BANIKOARA;OUNET;BONIKI;EPP BONIKI;PV 04;11.0991451;2.4486416
334;ALIBORI;BANIKOARA;OUNET;BONIKI;EPP MONDARA;PV 01;11.0991451;2.4486416
335;ALIBORI;BANIKOARA;OUNET;KIHOUHOU;EPP KALE;PV 01;11.0405998;2.3751747
336;ALIBORI;BANIKOARA;OUNET;KIHOUHOU;EPP KALE;PV 02;11.0405998;2.3751747
337;ALIBORI;BANIKOARA;OUNET;KIHOUHOU;EPP KIHOUHOU;PV 01;11.0405998;2.3751747
338;ALIBORI;BANIKOARA;OUNET;KPEBOROGOU;EPP KPEBOROGOU;PV 01;11.1305936;2.4803315
339;ALIBORI;BANIKOARA;OUNET;KPEBOROGOU;EPP KPEBOROGOU;PV 02;11.1305936;2.4803315
340;ALIBORI;BANIKOARA;OUNET;KPEBOROGOU;EPP KPEBOROGOU;PV 03;11.1305936;2.4803315
341;ALIBORI;BANIKOARA;OUNET;OUNET-GAH;EPP BIWONGA;PV 01;11.2304027;2.4017358
342;ALIBORI;BANIKOARA;OUNET;OUNET-GAH;EPP OUNET;PV 01;11.2304027;2.4017358
343;ALIBORI;BANIKOARA;OUNET;OUNET-SEKOGBAOUROU;EPP NAFAROU BANSOU;PV 01;11.2279823;2.4070573
344;ALIBORI;BANIKOARA;OUNET;OUNET-SEKOGBAOUROU;EPP NAFAROU BANSOU;PV 02;11.2279823;2.4070573
345;ALIBORI;BANIKOARA;OUNET;OUNET-SEKOGBAOUROU;EPP SEKOGBAOUROU;PV 01;11.2279823;2.4070573
346;ALIBORI;BANIKOARA;OUNET;OUNET-SINAKPAROU;EPP KPEBOROGOU;PV 01;11.2068155;2.4445892
347;ALIBORI;BANIKOARA;OUNET;OUNET-SINAKPAROU;EPP KPEBOROGOU;PV 02;11.2068155;2.4445892
348;ALIBORI;BANIKOARA;OUNET;OUNET-SINAKPAROU;EPP OUNET;PV 01;11.2068155;2.4445892
349;ALIBORI;BANIKOARA;OUNET;OUNET-SINAKPAROU;EPP OUNET;PV 02;11.2068155;2.4445892
350;ALIBORI;BANIKOARA;OUNET;OUNET-SINAKPAROU;EPP SOMBIKEREGOU;PV 01;11.2068155;2.4445892
351;ALIBORI;BANIKOARA;OUNET;SONNOU;EPP SONNOU;PV 01;11.1847896;2.3587394
352;ALIBORI;BANIKOARA;OUNET;SONNOU;EPP SONNOU;PV 02;11.1847896;2.3587394
353;ALIBORI;BANIKOARA;OUNET;SONNOU;EPP SONNOU;PV 03;11.1847896;2.3587394
354;ALIBORI;BANIKOARA;OUNET;SONNOU;EPP SONNOU;PV 04;11.1847896;2.3587394
355;ALIBORI;BANIKOARA;OUNET;SONNOU;EPP YAMAGNIN;PV 01;11.1847896;2.3587394
356;ALIBORI;BANIKOARA;OUNET;SONNOU-GAH;EPP BIWONGA;PV 01;11.1847896;2.3587394
357;ALIBORI;BANIKOARA;OUNET;SONNOU-GAH;EPP BIWONGA;PV 02;11.1847896;2.3587394
358;ALIBORI;BANIKOARA;OUNET;SONNOU-GAH;EPP SONNOU GAH;PV 01;11.1847896;2.3587394
359;ALIBORI;BANIKOARA;OUNET;SONNOU-GAH;EPP SONNOU GAH;PV 02;11.1847896;2.3587394
360;ALIBORI;BANIKOARA;SOMPEROUKOU;BONYANGOU;EPP ANGARADEBOU;PV 01;11.3262542;2.4730407
361;ALIBORI;BANIKOARA;SOMPEROUKOU;BONYANGOU;EPP ANGARADEBOU;PV 02;11.3262542;2.4730407
362;ALIBORI;BANIKOARA;SOMPEROUKOU;BONYANGOU;EPP BONYANGOU;PV 01;11.3262542;2.4730407
363;ALIBORI;BANIKOARA;SOMPEROUKOU;BONYANGOU;EPP BONYANGOU;PV 02;11.3262542;2.4730407
364;ALIBORI;BANIKOARA;SOMPEROUKOU;BONYANGOU;EPP YAMMABEREGOU-DEROU;PV 01;11.3262542;2.4730407
365;ALIBORI;BANIKOARA;SOMPEROUKOU;BOURIN;EPP BOURIN;PV 01;11.2283475;2.5607017
366;ALIBORI;BANIKOARA;SOMPEROUKOU;BOURIN;EPP BOURIN;PV 02;11.2283475;2.5607017
367;ALIBORI;BANIKOARA;SOMPEROUKOU;BOURIN;EPP WAROU N'GOUROU;PV 01;11.2283475;2.5607017
368;ALIBORI;BANIKOARA;SOMPEROUKOU;BOURIN;EPP SOMBEDOU;PV 01;11.2283475;2.5607017
369;ALIBORI;BANIKOARA;SOMPEROUKOU;GNANDAROU;EPP FAYAGA;PV 01;11.2952264;2.5506497
370;ALIBORI;BANIKOARA;SOMPEROUKOU;GNANDAROU;EPP FAYAGA;PV 02;11.2952264;2.5506497
371;ALIBORI;BANIKOARA;SOMPEROUKOU;GNANDAROU;EPP GNANDAROU;PV 01;11.2952264;2.5506497
372;ALIBORI;BANIKOARA;SOMPEROUKOU;GNANDAROU;EPP SAHADOUROBOURO;PV 01;11.2952264;2.5506497
373;ALIBORI;BANIKOARA;SOMPEROUKOU;KEGAMOROU;EPP SOMPEROUKOU G/C;PV 01;11.3222625;2.4873733
374;ALIBORI;BANIKOARA;SOMPEROUKOU;KEGAMOROU;MAISON DES JEUNES SOMPEREKOU;PV 01;11.3222625;2.4873733
375;ALIBORI;BANIKOARA;SOMPEROUKOU;POTO;EPP DAGBARO;PV 01;11.3305417;2.5262654
376;ALIBORI;BANIKOARA;SOMPEROUKOU;POTO;EPP DAGBARO;PV 02;11.3305417;2.5262654
377;ALIBORI;BANIKOARA;SOMPEROUKOU;POTO;EPP DAGBARO;PV 03;11.3305417;2.5262654
378;ALIBORI;BANIKOARA;SOMPEROUKOU;POTO;EPP GANWOGO;PV 01;11.3305417;2.5262654
379;ALIBORI;BANIKOARA;SOMPEROUKOU;POTO;EPP KOUEKOROU;PV 01;11.3305417;2.5262654
380;ALIBORI;BANIKOARA;SOMPEROUKOU;POTO;EPP PARIS;PV 01;11.3305417;2.5262654
381;ALIBORI;BANIKOARA;SOMPEROUKOU;POTO;EPP POTO;PV 01;11.3305417;2.5262654
382;ALIBORI;BANIKOARA;SOMPEROUKOU;POTO;EPP POTO;PV 02;11.3305417;2.5262654
383;ALIBORI;BANIKOARA;SOMPEROUKOU;POTO;EPP YINGASSON;PV 01;11.3305417;2.5262654
384;ALIBORI;BANIKOARA;SOMPEROUKOU;POTO-GAH;EPP GANWOGO GAH;PV 01;11.3588525;2.5273629
385;ALIBORI;BANIKOARA;SOMPEROUKOU;POTO-GAH;EPP POTO GAH;PV 01;11.3588525;2.5273629
386;ALIBORI;BANIKOARA;SOMPEROUKOU;SIMPEROU;EPP SIMPEROU;PV 01;11.3084021;2.4908388
387;ALIBORI;BANIKOARA;SOMPEROUKOU;SIMPEROU;EPP SIMPEROU;PV 02;11.3084021;2.4908388
388;ALIBORI;BANIKOARA;SOMPEROUKOU;SIMPEROU;EPP SIMPEROU;PV 03;11.3084021;2.4908388
389;ALIBORI;BANIKOARA;SOMPEROUKOU;SIMPEROU;EPP SIMPEROU;PV 04;11.3084021;2.4908388
390;ALIBORI;BANIKOARA;SOMPEROUKOU;SIMPEROU;EPP ABIDJAN;PV 01;11.3084021;2.4908388
391;ALIBORI;BANIKOARA;SOMPEROUKOU;SIMPEROU-GAH;EPP YAGBO;PV 01;11.2973256;2.4740076
392;ALIBORI;BANIKOARA;SOMPEROUKOU;SIMPEROU-GAH;EPP BAKANI;PV 01;11.2973256;2.4740076
393;ALIBORI;BANIKOARA;SOMPEROUKOU;SOMPEROUKOU-GAH;EPP BOKOGAROU;PV 01;11.3262542;2.4730407
394;ALIBORI;BANIKOARA;SOMPEROUKOU;SOMPEROUKOU-GAH;EPP BOKOGAROU;PV 02;11.3262542;2.4730407
395;ALIBORI;BANIKOARA;SOMPEROUKOU;SOMPEROUKOU-GAH;EPP GANDO;PV 01;11.3262542;2.4730407
396;ALIBORI;BANIKOARA;SOMPEROUKOU;SOMPEROUKOU-GAH;EPP GBASSI;PV 01;11.3262542;2.4730407
397;ALIBORI;BANIKOARA;SOMPEROUKOU;SOMPEROUKOU-GBESSARA;BUREAU D'ARRONDISSEMENT;PV 01;11.3262542;2.4730407
398;ALIBORI;BANIKOARA;SOMPEROUKOU;SOMPEROUKOU-GBESSARA;BUREAU D'ARRONDISSEMENT;PV 02;11.3262542;2.4730407
399;ALIBORI;BANIKOARA;SOMPEROUKOU;SOMPEROUKOU-GBESSARA;BUREAU D'ARRONDISSEMENT;PV 03;11.3262542;2.4730407
400;ALIBORI;BANIKOARA;SOMPEROUKOU;SOMPEROUKOU-GBESSARA;EPP SOMPEROUKOU G/A ET B;PV 01;11.3262542;2.4730407
401;ALIBORI;BANIKOARA;SOMPEROUKOU;SOMPEROUKOU-YOROUNON;EPP DAGOUROU;PV 01;11.3262542;2.4730407
402;ALIBORI;BANIKOARA;SOMPEROUKOU;SOMPEROUKOU-YOROUNON;EPP DAGOUROU;PV 02;11.3262542;2.4730407
403;ALIBORI;BANIKOARA;SOMPEROUKOU;SOMPEROUKOU-YOROUNON;EPP YOROUNON;PV 01;11.3262542;2.4730407
404;ALIBORI;BANIKOARA;SOMPEROUKOU;SOMPEROUKOU-YOROUNON;EPP YOROUNON;PV 02;11.3262542;2.4730407
405;ALIBORI;BANIKOARA;SOROKO;GBENIKI;EPP GBENIKI;PV 01;11.3300368;2.3443633
406;ALIBORI;BANIKOARA;SOROKO;GBENIKI;EPP GBENIKI;PV 02;11.3300368;2.3443633
407;ALIBORI;BANIKOARA;SOROKO;GBENIKI;EPP GBENIKI;PV 03;11.3300368;2.3443633
408;ALIBORI;BANIKOARA;SOROKO;GBENIKI;EPP KEREMOU;PV 01;11.3300368;2.3443633
409;ALIBORI;BANIKOARA;SOROKO;GBENIKI;EPP KPOKPOMA;PV 01;11.3300368;2.3443633
410;ALIBORI;BANIKOARA;SOROKO;GBENIKI;PLACE PUBLIQUE SOMPOURA;PV 01;11.3300368;2.3443633
411;ALIBORI;BANIKOARA;SOROKO;MEKROU;EPP MEKROU;PV 01;11.5968971;2.323453
412;ALIBORI;BANIKOARA;SOROKO;MEKROU;EPP MEKROU;PV 02;11.5968971;2.323453
413;ALIBORI;BANIKOARA;SOROKO;MEKROU;EPP MEKROU;PV 03;11.5968971;2.323453
414;ALIBORI;BANIKOARA;SOROKO;MEKROU;EPP OROUDOUSSI-NKOUROU;PV 01;11.5968971;2.323453
415;ALIBORI;BANIKOARA;SOROKO;MEKROU;MAISON DES JEUNES DJAKOGUI;PV 01;11.5968971;2.323453
416;ALIBORI;BANIKOARA;SOROKO;SOROKO;BUREAU D'ARRONDISSEMENT;PV 01;11.3377845;2.3828101
417;ALIBORI;BANIKOARA;SOROKO;SOROKO;BUREAU D'ARRONDISSEMENT;PV 02;11.3377845;2.3828101
418;ALIBORI;BANIKOARA;SOROKO;SOROKO;MAISON DES JEUNES SOROKO;PV 01;11.3377845;2.3828101
419;ALIBORI;BANIKOARA;SOROKO;SOROKO;EPP DEROU BANOU;PV 01;11.3377845;2.3828101
420;ALIBORI;BANIKOARA;SOROKO;SOROKO;EPP DEROU BANOU;PV 02;11.3377845;2.3828101
421;ALIBORI;BANIKOARA;SOROKO;SOROKO GAH;BUREAU MARCHE SOROKO;PV 01;11.3377845;2.3828101
422;ALIBORI;BANIKOARA;SOROKO;SOROKO GAH;HANGAR PLACE PUBLIQUE SOROKO GAH;PV 01;11.3377845;2.3828101
423;ALIBORI;BANIKOARA;SOROKO;SOROKO YOROUNON;EPP SOROKO;PV 01;11.3363222;2.3831105
424;ALIBORI;BANIKOARA;SOROKO;SOROKO YOROUNON;MAGASIN GVPC SOROKO PARTIE A;PV 01;11.3363222;2.3831105
425;ALIBORI;BANIKOARA;SOROKO;SOUDOU;EPP SOUDOU;PV 01;11.3896743;2.358991
426;ALIBORI;BANIKOARA;SOROKO;SOUDOU;EPP SOUDOU;PV 02;11.3896743;2.358991
427;ALIBORI;BANIKOARA;SOROKO;SOUDOU;PLACE PUBLIQUE SOUDOU;PV 01;11.3896743;2.358991
428;ALIBORI;BANIKOARA;TOURA;ATABENOU;EPP DOGOSSOUAN;PV 01;11.2405968;2.3781233
429;ALIBORI;BANIKOARA;TOURA;ATABENOU;EPP DOGOSSOUAN;PV 02;11.2405968;2.3781233
430;ALIBORI;BANIKOARA;TOURA;ATABENOU;EPP KOROGONE;PV 01;11.2405968;2.3781233
