N°;DEPARTEMENT;COMMUNE;ARRONDISSEMENT;VILLAGE_QUARTIER;CENTRE DE VOTE;POSTE DE VOTE
530;ALIBORI;GOGOUNOU;GOGOUNOU;GOGOUNOU-NASSABARA;EM GOGOUNOU NASSABARA;PV 03
531;ALIBORI;GOGOUNOU;GOGOUNOU;GOGOUNOU-NASSABARA;EM GOGOUNOU NASSABARA;PV 04
532;ALIBORI;GOGOUNOU;GOGOUNOU;GOGOUNOU-NASSABARA;EM GOGOUNOU NASSABARA;PV 05
533;ALIBORI;GOGOUNOU;GOGOUNOU;GOGOUNOU-NASSABARA;EM GOGOUNOU NASSABARA;PV 06
534;ALIBORI;GOGOUNOU;GOGOUNOU;GOGOUNOU-NASSABARA;EPP GOUROU BANSOU;PV 01
535;ALIBORI;GOGOUNOU;GOGOUNOU;GOGOUNOU-NASSABARA;EPP GOUROU BANSOU;PV 02
536;ALIBORI;GOGOUNOU;GOGOUNOU;GOUBERA;EPP GOUBERA;PV 01
537;ALIBORI;GOGOUNOU;GOGOUNOU;KONSENIN;EPP KONSENIN;PV 01
538;ALIBORI;GOGOUNOU;GOGOUNOU;OUERE-BANI;EPP WERE BANI G/B;PV 01
539;ALIBORI;GOGOUNOU;GOGOUNOU;OUERE-BANI;EPP WERE BANI G/B;PV 02
540;ALIBORI;GOGOUNOU;GOGOUNOU;OUERE-SONKEROU;EPP G/A;PV 01
541;ALIBORI;GOGOUNOU;GOGOUNOU;OUERE-SONKEROU;EPP G/A;PV 02
542;ALIBORI;GOGOUNOU;GOGOUNOU;SONKOROU;EPP SONKOROU;PV 01
543;ALIBORI;GOGOUNOU;GOGOUNOU;SONKOROU;EPP SONKOROU;PV 02
544;ALIBORI;GOGOUNOU;GOGOUNOU;SOROU;EPP WESSEKE;PV 01
545;ALIBORI;GOGOUNOU;GOUNAROU;BANTANSOUE;EPP BANTANSOUE;PV 01
546;ALIBORI;GOGOUNOU;GOUNAROU;BANTANSOUE;EPP BANTANSOUE;PV 02
547;ALIBORI;GOGOUNOU;GOUNAROU;BANTANSOUE;EPP BELETCHOUTE;PV 01
548;ALIBORI;GOGOUNOU;GOUNAROU;BORO;EPP BORO;PV 01
549;ALIBORI;GOGOUNOU;GOUNAROU;BORO;EPP BORO;PV 02
550;ALIBORI;GOGOUNOU;GOUNAROU;BORO;EPP BORO;PV 03
551;ALIBORI;GOGOUNOU;GOUNAROU;BORO;MAGASIN GVPC FATA;PV 01
552;ALIBORI;GOGOUNOU;GOUNAROU;BORODAROU;EPP BORODAROU;PV 01
553;ALIBORI;GOGOUNOU;GOUNAROU;BORODAROU;EPP BORODAROU;PV 02
554;ALIBORI;GOGOUNOU;GOUNAROU;BORODAROU;EPP BORODAROU;PV 03
555;ALIBORI;GOGOUNOU;GOUNAROU;BORODAROU;EPP SOUNONGA;PV 01
556;ALIBORI;GOGOUNOU;GOUNAROU;BORODAROU;MAGASIN GVPC KAYA;PV 01
557;ALIBORI;GOGOUNOU;GOUNAROU;DAGOUROU;MAGASIN GVPC DAGOUROU;PV 01
558;ALIBORI;GOGOUNOU;GOUNAROU;DIGUISSON;EPP DIGUISSON;PV 01
559;ALIBORI;GOGOUNOU;GOUNAROU;DIGUISSON;EPP DIGUISSON;PV 02
560;ALIBORI;GOGOUNOU;GOUNAROU;GOUNAROU;BUREAU DE L'ARRONDISSEMENT;PV 01
561;ALIBORI;GOGOUNOU;GOUNAROU;GOUNAROU;BUREAU DE L'ARRONDISSEMENT;PV 02
562;ALIBORI;GOGOUNOU;GOUNAROU;GOUNAROU;BUREAU DE L'ARRONDISSEMENT;PV 03
563;ALIBORI;GOGOUNOU;GOUNAROU;GOUNAROU;EPP GOUNAROU G/A;PV 01
564;ALIBORI;GOGOUNOU;GOUNAROU;GOUNAROU;EPP GOUNAROU G/A;PV 02
565;ALIBORI;GOGOUNOU;GOUNAROU;GOUNAROU;EPP GOUNAROU G/A;PV 03
566;ALIBORI;GOGOUNOU;GOUNAROU;GOUNAROU;EPP GOUNAROU G/B;PV 01
567;ALIBORI;GOGOUNOU;GOUNAROU;LAFIAROU;EPP LAFIAROU;PV 01
568;ALIBORI;GOGOUNOU;GOUNAROU;LAFIAROU;EPP LAFIAROU;PV 02
569;ALIBORI;GOGOUNOU;GOUNAROU;LAFIAROU;MAGASIN GVPC GUERE KAGUIO;PV 01
570;ALIBORI;GOGOUNOU;GOUNAROU;PARIKI;EPP PARIKI;PV 01
571;ALIBORI;GOGOUNOU;GOUNAROU;PARIKI;EPP PARIKI;PV 02
572;ALIBORI;GOGOUNOU;GOUNAROU;PARIKI;EPP PARIKI;PV 03
573;ALIBORI;GOGOUNOU;GOUNAROU;PARIKI;EPP TILA;PV 01
574;ALIBORI;GOGOUNOU;SORI;DIMDIMNOU;CENTRE D'ALPHABETISATION;PV 01
575;ALIBORI;GOGOUNOU;SORI;DONWARI;CENTRE D'ALPHABETISATION;PV 01
576;ALIBORI;GOGOUNOU;SORI;DONWARI;CENTRE D'ALPHABETISATION;PV 02
577;ALIBORI;GOGOUNOU;SORI;GAMAGOU;MAGASIN DU GROUPEMENT DES FEMMES;PV 01
578;ALIBORI;GOGOUNOU;SORI;GAMAGOU;MAGASIN DU GROUPEMENT DES FEMMES;PV 02
579;ALIBORI;GOGOUNOU;SORI;GAMAGOU;MAGASIN GVPC;PV 01
580;ALIBORI;GOGOUNOU;SORI;GASSO;CENTRE D'ALPHABETISATION;PV 01
581;ALIBORI;GOGOUNOU;SORI;GASSO;CENTRE D'ALPHABETISATION;PV 02
582;ALIBORI;GOGOUNOU;SORI;GBEMOUSSOU;EPP GBEMOUSSOU;PV 01
583;ALIBORI;GOGOUNOU;SORI;GBEMOUSSOU;EPP GBEMOUSSOU;PV 02
584;ALIBORI;GOGOUNOU;SORI;GNINDAROU;MAGASIN GVPC DIKPIKA;PV 01
585;ALIBORI;GOGOUNOU;SORI;GNINDAROU;MAGASIN GVPC DIKPIKA;PV 02
586;ALIBORI;GOGOUNOU;SORI;GNINDAROU;MAGASIN GVPC GNINDAROU;PV 01
587;ALIBORI;GOGOUNOU;SORI;GOURE DANTCHA;MAISON DES JEUNES OUESSENE-WOROU;PV 01
588;ALIBORI;GOGOUNOU;SORI;GOURE DANTCHA;MAISON DES JEUNES OUESSENE-WOROU;PV 02
589;ALIBORI;GOGOUNOU;SORI;GOURE DANTCHA;EPP GBINSA;PV 01
590;ALIBORI;GOGOUNOU;SORI;GOURE DANTCHA;EPP GBINSA;PV 02
591;ALIBORI;GOGOUNOU;SORI;KANTAKPARA-WOKPAROU;MAISON DES JEUNES;PV 01
592;ALIBORI;GOGOUNOU;SORI;KANTAKPARA-WOKPAROU;MAISON DES JEUNES;PV 02
593;ALIBORI;GOGOUNOU;SORI;KANTAKPARA-WOKPEROU;MAGASIN DE STOCKAGE;PV 01
594;ALIBORI;GOGOUNOU;SORI;KANTAKPARA-WOKPEROU;MAGASIN DE STOCKAGE;PV 02
595;ALIBORI;GOGOUNOU;SORI;KPIGOUROU;EPP KPIGOUROU;PV 01
596;ALIBORI;GOGOUNOU;SORI;KPIGOUROU;EPP KPIGOUROU;PV 02
597;ALIBORI;GOGOUNOU;SORI;OUESSENE-WOROU;GRAND MAGASIN GVPC;PV 01
598;ALIBORI;GOGOUNOU;SORI;OUESSENE-WOROU;GRAND MAGASIN GVPC;PV 02
599;ALIBORI;GOGOUNOU;SORI;PETIT-PARIS;MAGASIN GVPC;PV 01
600;ALIBORI;GOGOUNOU;SORI;PETIT-PARIS;MAGASIN GVPC;PV 02
601;ALIBORI;GOGOUNOU;SORI;PETIT-PARIS;MAGASIN GVPC;PV 03
602;ALIBORI;GOGOUNOU;SORI;SORI-BORO WANROU;EPP SORI PARTIE A;PV 01
603;ALIBORI;GOGOUNOU;SORI;SORI-BORO WANROU;EPP SORI PARTIE A;PV 02
604;ALIBORI;GOGOUNOU;SORI;SORI-BORO WANROU;EPP SORI PARTIE A;PV 03
605;ALIBORI;GOGOUNOU;SORI;SORI-BORO WANROU;EPP SORI PARTIE A;PV 04
606;ALIBORI;GOGOUNOU;SORI;SORI-BORO WANROU;EPP SORI PARTIE A;PV 05
607;ALIBORI;GOGOUNOU;SORI;SORI-KPANKPANOU;EPP SORI PARTIE B;PV 01
608;ALIBORI;GOGOUNOU;SORI;SORI-KPANKPANOU;EPP SORI PARTIE B;PV 02
609;ALIBORI;GOGOUNOU;SORI;SORI-KPANKPANOU;EPP SORI PARTIE B;PV 03
610;ALIBORI;GOGOUNOU;SORI;SORI-KPANKPANOU;EPP SORI PARTIE B;PV 04
611;ALIBORI;GOGOUNOU;SORI;SORI-KPANKPANOU;EPP SORI PARTIE B;PV 05
612;ALIBORI;GOGOUNOU;SORI;SORI-PEULH;BUREAU DE L'ARRONDISSEMENT;PV 01
613;ALIBORI;GOGOUNOU;SORI;SORI-PEULH;BUREAU DE L'ARRONDISSEMENT;PV 02
614;ALIBORI;GOGOUNOU;SORI;SORI-PEULH;BUREAU DE L'ARRONDISSEMENT;PV 03
615;ALIBORI;GOGOUNOU;SORI;TAWALI;EPP TAWALI;PV 01
616;ALIBORI;GOGOUNOU;SORI;TAWALI;EPP TAWALI;PV 02
617;ALIBORI;GOGOUNOU;SORI;TAWALI;EPP TAWALI;PV 03
618;ALIBORI;GOGOUNOU;SORI;TCHOUKOUNGA;CENTRE D'ALPHABETISATION;PV 01
619;ALIBORI;GOGOUNOU;SORI;TCHOUKOUNGA;CENTRE D'ALPHABETISATION;PV 02
620;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;BINGA;EPP BINGA;PV 01
621;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;BINGA;EPP BINGA;PV 02
622;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;DOUGOULAYE;EPP DOUGOULAYE;PV 01
623;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;DOUGOULAYE;EPP DOUGOULAYE;PV 02
624;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;DOUGOULAYE;EPP DOUGOULAYE;PV 03
625;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;DOUGOULAYE;MAGASIN DOUGOULAYE BANSOU;PV 01
626;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;FANAN;EPP FANNAN;PV 01
627;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;FANAN;EPP FANNAN;PV 02
628;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;FANAN;EPP FANNAN;PV 03
629;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;GANDO-DARI;MAGASIN WOROU N'KPAROU;PV 01
630;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;GBESSA;EPP GBESSA;PV 01
631;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;GBESSA;EPP GBESSA;PV 02
632;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;GBESSA;MAGASIN GVPC BABETE;PV 01
633;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;SOUGOU-GOUROU;MAGASIN GVPC;PV 01
634;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;SOUGOU-GOUROU;MAGASIN GVPC;PV 02
635;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;SOUGOU-GOUROU;MAGASIN GVPC;PV 03
636;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;SOUGOU-KPANTROSSI;BUREAU ARRONDISSEMENT;PV 01
637;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;SOUGOU-KPANTROSSI;BUREAU ARRONDISSEMENT;PV 02
638;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;SOUGOU-KPANTROSSI;BUREAU ARRONDISSEMENT;PV 03
639;ALIBORI;GOGOUNOU;SOUGOU-KPAN-TROSSI;SOUGOU-KPANTROSSI;EPP SOUGOU;PV 01
640;ALIBORI;GOGOUNOU;WARA;DASSARI;CENTRE D'ALPHABETISATION DE DASSARI;PV 01
641;ALIBORI;GOGOUNOU;WARA;DOUGOU;CENTRE D'ALPHABETISATION DE KININKOU;PV 01
642;ALIBORI;GOGOUNOU;WARA;DOUGOU;CENTRE D'ALPHABETISATION DE KININKOU;PV 02
643;ALIBORI;GOGOUNOU;WARA;DOUGOU;CENTRE D'ALPHABETISATION DE KININKOU;PV 03
644;ALIBORI;GOGOUNOU;WARA;DOUGOU;EPP DOUGOU;PV 01
645;ALIBORI;GOGOUNOU;WARA;DOUGOU;EPP DOUGOU;PV 02
646;ALIBORI;GOGOUNOU;WARA;KALE;CENTRE D'ALPHABETISATION DE KALE;PV 01
647;ALIBORI;GOGOUNOU;WARA;SOUKAROU;EPP SOUKAROU;PV 01
648;ALIBORI;GOGOUNOU;WARA;SOUKAROU;EPP SOUKAROU;PV 02
649;ALIBORI;GOGOUNOU;WARA;SOUKAROU;EPP SOUKAROU;PV 03
650;ALIBORI;GOGOUNOU;WARA;SOUKAROU;EPP SOUKAROU;PV 04
651;ALIBORI;GOGOUNOU;WARA;SOUKAROU;MAGASIN GVPC TIGANOU;PV 01
655;ALIBORI;GOGOUNOU;WARA;WARA;EPP WARA;PV 01
656;ALIBORI;GOGOUNOU;WARA;WARA;EPP WARA;PV 02
657;ALIBORI;GOGOUNOU;WARA;WARA;EPP WARA;PV 03
658;ALIBORI;GOGOUNOU;WARA;WARA;MAISON DES JEUNES;PV 01
659;ALIBORI;GOGOUNOU;WARA;WARA-GAH;CENTRE ALPHABETISATION DE DJOLE;PV 01
660;ALIBORI;GOGOUNOU;WARA;WARA-GAH;CENTRE ALPHABETISATION DE DJOLE;PV 02
661;ALIBORI;GOGOUNOU;WARA;WARA-GAH;CENTRE ALPHABETISATION DE GBIGOU;PV 01
662;ALIBORI;GOGOUNOU;WARA;WARA-GAH;EPP ALAFIAROU;PV 01
663;ALIBORI;GOGOUNOU;WARA;WARA-GAH;EPP KONKAROU;PV 01
664;ALIBORI;GOGOUNOU;WARA;WARA-GBIGOBI;EPP GBIGOBI;PV 01
665;ALIBORI;GOGOUNOU;WARA;WARA-GBIGOBI;EPP GBIGOBI;PV 02
666;ALIBORI;KANDI;ANGARADEBOU;AKOÏTCHAOU;EPP AKOÏTCHAOU;PV 01
667;ALIBORI;KANDI;ANGARADEBOU;AKOÏTCHAOU;EPP AKOÏTCHAOU;PV 02
668;ALIBORI;KANDI;ANGARADEBOU;ALFAKOARA;EPP ALFAKOARA PARTIE A;PV 01
669;ALIBORI;KANDI;ANGARADEBOU;ALFAKOARA;EPP ALFAKOARA PARTIE A;PV 02
670;ALIBORI;KANDI;ANGARADEBOU;ALFAKOARA;EPP ALFAKOARA PARTIE A;PV 03
671;ALIBORI;KANDI;ANGARADEBOU;ALFAKOARA;EPP ALFAKOARA PARTIE A;PV 04
672;ALIBORI;KANDI;ANGARADEBOU;ALFAKOARA;EPP ALFAKOARA PARTIE A;PV 05
673;ALIBORI;KANDI;ANGARADEBOU;ALFAKOARA;EPP ALFAKOARA PARTIE A;PV 06
674;ALIBORI;KANDI;ANGARADEBOU;ALFAKOARA;HANGAR PLACE PUBLIQUE GBEKPANI;PV 01
675;ALIBORI;KANDI;ANGARADEBOU;ANGARADEBOU;BUREAU D'ARRONDISSEMENT;PV 01
676;ALIBORI;KANDI;ANGARADEBOU;ANGARADEBOU;BUREAU D'ARRONDISSEMENT;PV 02
677;ALIBORI;KANDI;ANGARADEBOU;ANGARADEBOU;BUREAU D'ARRONDISSEMENT;PV 03
678;ALIBORI;KANDI;ANGARADEBOU;ANGARADEBOU;BUREAU D'ARRONDISSEMENT;PV 04
679;ALIBORI;KANDI;ANGARADEBOU;ANGARADEBOU;BUREAU D'ARRONDISSEMENT;PV 05
680;ALIBORI;KANDI;ANGARADEBOU;ANGARADEBOU;EPP ANGARADEBOU;PV 01
681;ALIBORI;KANDI;ANGARADEBOU;DOGBAN;ECOLE COMMUNAUTAIRE DE ANTERE;PV 01
682;ALIBORI;KANDI;ANGARADEBOU;DOGBAN;ECOLE COMMUNAUTAIRE DE ANTERE;PV 02
683;ALIBORI;KANDI;ANGARADEBOU;DOGBAN;ECOLE COMMUNAUTAIRE DE DOGBAN;PV 01
684;ALIBORI;KANDI;ANGARADEBOU;DOGBAN;HANGAR PLACE PUBLIQUE DE AMPATA;PV 01
685;ALIBORI;KANDI;ANGARADEBOU;FAFA;EPP FAFA;PV 01
686;ALIBORI;KANDI;ANGARADEBOU;FAFA;EPP FAFA;PV 02
687;ALIBORI;KANDI;ANGARADEBOU;FAFA;EPP FAFA;PV 03
688;ALIBORI;KANDI;ANGARADEBOU;FOUET;EPP FOUET;PV 01
689;ALIBORI;KANDI;ANGARADEBOU;FOUET;EPP FOUET;PV 02
690;ALIBORI;KANDI;ANGARADEBOU;FOUET;EPP FOUET;PV 03
691;ALIBORI;KANDI;ANGARADEBOU;FOUET;EPP FOUET;PV 04
692;ALIBORI;KANDI;ANGARADEBOU;FOUET;HANGAR PLACE PUBLIQUE ZANNOI;PV 01
693;ALIBORI;KANDI;ANGARADEBOU;KABAGBEDE;EPP THYA PARTIE B;PV 01
694;ALIBORI;KANDI;ANGARADEBOU;KPALOLO;EPP KPANLOLO;PV 01
695;ALIBORI;KANDI;ANGARADEBOU;KPALOLO;EPP KPANLOLO;PV 02
696;ALIBORI;KANDI;ANGARADEBOU;SEKALE;EPP SEKALE;PV 01
697;ALIBORI;KANDI;ANGARADEBOU;SONDO;EPP ALFAKOARA PARTIE B;PV 01
698;ALIBORI;KANDI;ANGARADEBOU;SOUNDOU;ANCIEN CEG ANGARADEBOU (EM);PV 01
